id,season,home_team_api_id,away_team_api_id,home_team_goal,away_team_goal,B365H,B365D,B365A,BWH,BWD,BWA,IWH,IWD,IWA,LBH,LBD,LBA,PSH,PSD,PSA,WHH,WHD,WHA,VCH,VCD,VCA,awaypos,homepos
9889,2014/2015,9789,8697,3,2,1.29,5.75,10,1.3,6,7.5,1.3,5,9,1.3,6,9,1.3,6.47,10.09,1.3,5.5,9,1.3,6.25,10,30,70
9890,2014/2015,9788,8406,1,3,1.55,4.5,5.5,1.57,4.1,5.25,1.55,4,5.5,1.57,4.33,5.5,1.56,4.59,6.14,1.57,3.8,6,1.6,4.5,5.75,51,49
9891,2014/2015,8226,8177,2,1,1.91,3.75,3.9,2,3.5,3.5,2,3.3,3.6,2,3.75,3.6,1.99,3.91,3.82,2,3.4,3.8,2,3.6,3.75,44,56
9892,2014/2015,9904,8358,2,1,1.95,3.6,3.8,1.9,3.4,4,2,3,4,1.95,3.5,4,1.96,3.63,4.26,2,3.2,4,2,3.6,3.8,41,59
9893,2014/2015,9810,8178,2,1,4.5,4.33,1.67,4.75,3.6,1.72,4.2,3.7,1.75,4.5,4,1.73,4.84,4.32,1.72,4.5,3.75,1.75,4.5,4.33,1.75,54,46
9894,2014/2015,9790,10189,2,0,2.4,3.6,2.8,2.25,3.7,2.8,2.1,3.6,3.05,2.4,3.6,2.88,2.41,3.83,2.89,2.4,3.5,2.8,2.4,3.8,2.88,41,59
9895,2014/2015,8722,8721,2,2,3.8,3.8,1.91,3.7,3.6,1.91,3.9,3.5,1.85,4,3.75,1.91,4.17,3.85,1.93,4,3.5,1.91,3.9,3.8,1.93,64,36
9896,2014/2015,8460,10269,1,2,3.4,3.8,2.05,3,4,2.05,3.6,3.6,1.9,3.2,3.75,2.15,3.27,4.07,2.14,3.25,3.6,2.1,3.3,4,2.1,53,47
9897,2014/2015,10189,9810,2,2,1.73,3.8,4.5,1.8,3.7,4.6,1.7,3.7,4.5,1.66,3.9,4.8,1.75,4.07,4.91,1.8,3.5,4.5,1.8,3.7,5,34,66
9898,2014/2015,8721,8178,4,1,2.8,3.5,2.4,2.85,3.3,2.6,2.55,3.4,2.55,2.62,3.5,2.5,2.9,3.68,2.48,2.8,3.2,2.5,2.8,3.6,2.55,39,61
9899,2014/2015,9905,9789,2,0,5,4.33,1.57,5.5,4.2,1.65,5,3.9,1.6,5,4.2,1.6,5.65,4.3,1.64,5.5,3.75,1.62,5.4,4.3,1.65,65,35
9900,2014/2015,8406,8697,4,2,1.91,3.6,3.8,1.95,3.5,4.1,2,3.3,3.6,1.8,3.75,4.2,1.86,3.84,4.48,1.85,3.75,4,1.92,3.75,4.2,40,60
9901,2014/2015,8358,8177,2,2,2.5,3.3,2.8,2.6,3.2,2.95,2.6,3.2,2.6,2.4,3.3,2.87,2.56,3.41,2.97,2.6,3.2,2.75,2.62,3.4,2.88,38,62
9902,2014/2015,10269,8226,0,2,2.5,3.4,2.7,2.65,3.25,2.8,2.5,3.3,2.65,2.5,3.4,2.7,2.63,3.62,2.75,2.62,3.1,2.8,2.62,3.4,2.8,32,68
9903,2014/2015,9790,9823,0,0,10,6,1.25,9.75,5.5,1.33,8,5,1.33,12,5.5,1.25,11.8,6.25,1.29,10,5,1.3,12,6,1.29,65,35
9904,2014/2015,8722,9788,0,0,2.75,3.3,2.5,2.8,3.2,2.7,2.75,3,2.6,2.8,3.3,2.45,2.97,3.41,2.56,2.8,3.2,2.5,3,3.3,2.55,63,37
9905,2014/2015,8460,9904,2,0,2.8,3.25,2.5,2.8,3.4,2.6,2.65,3.3,2.5,2.8,3.3,2.37,3,3.51,2.49,2.8,3.2,2.5,2.88,3.4,2.5,60,40
9906,2014/2015,9823,8460,4,0,1.11,9,21,1.15,7.5,15,1.15,7,15,1.11,8.5,21,1.14,10.33,23.41,1.11,8,26,1.12,10,26,28,72
9907,2014/2015,9789,10269,2,2,1.36,5,7.5,1.35,5,7.75,1.37,4.8,7,1.33,5,8.5,1.36,5.55,9.69,1.36,4.5,9,1.36,5.25,8,44,56
9908,2014/2015,8178,8406,1,0,1.57,4.2,5.25,1.55,4.33,5.25,1.5,4,6.1,1.5,4.33,6,1.59,4.52,5.92,1.53,4,6,1.62,4.5,5.4,50,50
9909,2014/2015,9788,9790,1,0,1.65,4,4.75,1.7,3.75,4.75,1.75,3.5,4.5,1.66,3.75,5,1.73,4.02,5.15,1.73,3.5,5,1.75,4,4.8,45,55
9910,2014/2015,8226,8358,3,3,1.62,4,5.25,1.7,3.5,5,1.7,3.6,4.7,1.66,3.8,5,1.71,4.18,5.07,1.7,3.6,5,1.67,4,5.4,42,58
9911,2014/2015,9904,8722,1,0,2.15,3.4,3.25,2.25,3.2,3.2,2.1,3.2,3.4,2.2,3.3,3.25,2.29,3.42,3.42,2.25,3.25,3.2,2.3,3.4,3.3,44,56
9912,2014/2015,8177,8721,1,0,3,3.5,2.25,2.95,3.3,2.35,2.75,3.3,2.4,3.1,3.4,2.25,3.24,3.61,2.31,3.2,3.2,2.3,3.2,3.5,2.3,61,39
9913,2014/2015,8697,10189,0,3,2.8,3.4,2.4,2.8,3.4,2.4,2.75,3.3,2.4,2.8,3.5,2.37,2.9,3.63,2.5,2.75,3.6,2.4,2.88,3.6,2.45,52,48
9914,2014/2015,9810,9905,2,2,2.38,3.3,2.9,2.45,3.3,2.8,2.5,3.3,2.65,2.37,3.4,2.87,2.33,3.58,3.21,2.4,3.1,3.1,2.3,3.5,3.12,55,45
9915,2014/2015,10189,9789,2,1,3.4,3.6,2.05,3.6,3.3,2.05,3.1,3.3,2.2,3.4,3.4,2.1,3.68,3.83,2.05,3.4,3.4,2.1,3.5,3.6,2.05,47,53
9916,2014/2015,8721,8697,2,1,1.5,4.33,6,1.55,4,5.75,1.55,4,5.5,1.53,4,6,1.52,4.71,6.64,1.53,4,6,1.55,4.4,5.75,43,57
9917,2014/2015,9905,8226,0,0,2.4,3.4,2.8,2.45,3.3,2.75,2.4,3.3,2.75,2.4,3.5,2.8,2.4,3.59,3.08,2.4,3.5,2.8,2.4,3.5,2.9,35,65
9918,2014/2015,8406,8177,1,0,2.05,3.5,3.4,2.05,3.3,3.6,2,3.4,3.5,2,3.5,3.6,2.04,3.57,3.99,2.05,3.3,3.6,2.05,3.5,3.8,42,58
9919,2014/2015,8358,8178,0,0,4.2,3.75,1.8,4.4,3.5,1.8,3.9,3.5,1.85,4.33,3.75,1.75,4.5,3.95,1.83,4.33,3.4,1.83,4.33,3.75,1.85,56,44
9920,2014/2015,10269,9904,1,0,1.95,3.5,3.6,2.1,3.25,3.5,2.2,3.3,3.1,2.1,3.5,3.3,2.08,3.67,3.74,2.1,3.4,3.4,2.05,3.5,3.7,40,60
9921,2014/2015,9790,9810,1,2,2.05,3.5,3.4,2.2,3.25,3.25,2.2,3.3,3.1,2.1,3.5,3.3,2.24,3.67,3.32,2.2,3.3,3.3,2.25,3.5,3.25,32,68
9922,2014/2015,8722,9823,0,2,7.5,5,1.36,7.75,4.75,1.38,7.3,4.4,1.4,8,4.75,1.36,9.92,5.12,1.38,9,4.5,1.36,9,5,1.4,68,32
9923,2014/2015,8460,9788,1,2,3.3,3.5,2.1,3.4,3.3,2.1,2.9,3.3,2.3,3.25,3.4,2.15,3.69,3.52,2.15,3.3,3.3,2.2,3.5,3.5,2.15,61,39
9924,2014/2015,9823,9904,4,0,1.13,8.5,17,1.15,7.25,15.5,1.15,7,15,1.14,7.5,17,1.15,10,21.3,1.14,7,21,1.15,8.5,23,32,68
9925,2014/2015,9789,9790,0,1,1.33,5.25,8,1.36,5,7.25,1.37,4.8,7.2,1.33,5,8.5,1.37,5.58,9.12,1.36,4.5,9,1.4,5.25,8.5,42,58
9926,2014/2015,8178,8460,2,2,1.33,5.25,8,1.34,5.5,7.25,1.4,4.6,6.8,1.33,5,8.5,1.35,5.65,9.93,1.36,4.5,9,1.36,5.25,9,42,58
9927,2014/2015,8721,8406,1,0,1.7,3.8,4.75,1.75,3.6,4.5,1.75,3.5,4.5,1.75,3.75,4.5,1.79,3.85,4.93,1.8,3.5,4.5,1.8,3.8,4.6,37,63
9928,2014/2015,9788,9905,1,1,1.85,3.6,4,1.91,3.4,4,1.9,3.45,3.8,1.85,3.6,4,1.85,3.77,4.64,1.91,3.4,4,1.9,3.6,4.33,35,65
9929,2014/2015,8226,10189,2,1,2.3,3.6,2.88,2.35,3.3,2.95,2.4,3.3,2.75,2.37,3.4,2.87,2.32,3.74,3.11,2.3,3.4,3,2.3,3.6,3,64,36
9930,2014/2015,8177,10269,3,2,2.25,3.4,3.1,2.4,3.3,2.85,2.4,3.2,2.85,2.37,3.25,3,2.29,3.42,3.43,2.25,3.5,3,2.3,3.5,3.3,49,51
9931,2014/2015,8697,8358,1,1,2.38,3.4,2.88,2.35,3.3,2.95,2.3,3.3,2.9,2.15,3.5,3.2,2.39,3.58,3.1,2.4,3.1,3.1,2.38,3.4,3,46,54
9932,2014/2015,9810,8722,3,2,2.3,3.2,3.2,2.3,3.3,3,2.2,3.3,3.1,2.2,3.4,3.2,2.42,3.34,3.25,2.4,3.1,3.1,2.4,3.4,3.12,48,52
9933,2014/2015,9823,8697,6,0,1.1,11,17,1.11,9.25,17,1.13,8,16,1.1,10,17,1.12,11.7,25,1.11,9,21,1.11,11,31,23,77
9934,2014/2015,10189,8177,2,0,1.67,3.8,5,1.78,3.6,4.33,1.75,3.5,4.5,1.72,3.8,4.5,1.74,3.98,5.18,1.75,3.75,4.5,1.75,3.8,4.8,50,50
9935,2014/2015,9905,8406,2,1,2.3,3.4,3,2.4,3.2,2.95,2.2,3.3,3.1,2.2,3.4,3.2,2.44,3.31,3.24,2.4,3.1,3.1,2.4,3.4,3.12,45,55
9936,2014/2015,9904,9788,0,3,3.1,3.4,2.25,2.95,3.25,2.35,2.75,3.2,2.5,2.9,3.3,2.37,3.26,3.53,2.32,3.2,3.2,2.3,3.12,3.4,2.3,55,45
9937,2014/2015,8358,8721,1,2,3.5,3.5,2,3.5,3.4,2.05,3.1,3.3,2.2,3.5,3.4,2.05,3.8,3.59,2.06,3.6,3.3,2.05,3.7,3.5,2.05,54,46
9938,2014/2015,10269,8178,3,3,3.4,3.5,2.05,3.4,3.3,2.1,3.1,3.3,2.2,3.5,3.5,2.05,3.67,3.68,2.1,3.5,3.3,2.1,3.5,3.5,2.1,51,49
9939,2014/2015,9790,8226,1,1,2.4,3.4,2.8,2.55,3.2,2.75,2.3,3.3,2.9,2.6,3.4,2.6,2.6,3.6,2.79,2.62,3.1,2.8,2.5,3.4,2.75,45,55
9940,2014/2015,8722,9789,2,1,5,4,1.62,5,3.8,1.65,4.9,3.7,1.65,5.75,3.8,1.6,6.11,4.24,1.61,5.5,3.5,1.67,5.75,4,1.67,68,32
9941,2014/2015,8460,9810,3,1,2.5,3.4,2.7,2.6,3.2,2.7,2.6,3.2,2.6,2.5,3.3,2.75,2.6,3.54,2.75,2.62,3.1,2.8,2.62,3.4,2.75,53,47
9942,2014/2015,9789,9904,0,1,1.22,6.5,11,1.28,6,9,1.27,5.2,10,1.25,5.5,12,1.24,7.21,13.85,1.25,6,11,1.25,6.5,13,51,49
9943,2014/2015,8178,10189,1,0,1.67,4.1,4.5,1.78,3.8,4.1,1.85,3.5,3.9,1.8,3.6,4.33,1.76,4.15,4.71,1.73,4,4.33,1.75,4.1,4.6,45,55
9944,2014/2015,8721,9905,3,0,1.67,3.8,5,1.7,3.7,4.75,1.75,3.5,4.5,1.7,3.75,4.75,1.66,4.21,5.58,1.67,3.8,5,1.7,3.8,5.25,54,46
9945,2014/2015,9788,9823,0,0,8,4.75,1.36,6.75,4.25,1.45,6.1,4,1.5,6.5,4.5,1.44,8.82,4.98,1.42,7,4.5,1.44,8,4.75,1.45,74,26
9946,2014/2015,8406,8358,2,0,1.83,3.6,4.2,1.91,3.4,3.9,1.8,3.5,4.2,1.83,3.6,4.2,1.93,3.66,4.37,1.83,3.5,4.33,1.95,3.6,4.2,45,55
9947,2014/2015,8226,8460,1,0,1.62,4.33,4.75,1.62,3.75,5.5,1.65,3.7,4.9,1.61,4,5,1.69,4.22,5.23,1.6,4,5.5,1.67,4.3,5,48,52
9948,2014/2015,8177,9790,3,0,2.2,3.4,3.2,2.3,3.3,3,2.2,3.3,3.1,2.2,3.4,3.2,2.28,3.43,3.45,2.3,3.3,3.1,2.3,3.4,3.3,60,40
9949,2014/2015,8697,8722,0,1,2.55,3.4,2.63,2.65,3.2,2.65,2.6,3.2,2.6,2.5,3.4,2.7,2.7,3.46,2.78,2.7,3.4,2.5,2.62,3.4,2.75,43,57
9950,2014/2015,9810,10269,4,5,2.25,3.4,3,2.4,3.4,2.8,2.35,3.3,2.85,2.25,3.5,3,2.38,3.65,3.07,2.38,3.4,2.9,2.3,3.6,3,52,48
9951,2015/2016,9823,9790,5,0,1.08,11,29,1.1,9,23,1.15,7,15,1.09,11,29,1.09,12.87,35.46,1.08,10,26,1.1,12,31,29,71
9952,2015/2016,9789,9788,4,0,1.73,3.75,5,1.75,3.75,4.25,1.8,3.5,4.2,1.73,3.8,5,1.73,4,5.21,1.75,3.5,5,1.75,4,5,48,52
9953,2015/2016,8178,8226,2,1,1.5,4.33,6.5,1.5,4.4,5.75,1.45,4,7,1.53,4.5,6,1.52,4.7,6.76,1.53,4,6.5,1.55,4.6,6.25,41,59
9954,2015/2016,8721,9810,2,1,1.44,4.75,7,1.5,4,6.5,1.45,4,7,1.5,4.5,6.5,1.48,5,6.95,1.5,4,7,1.5,5,6.5,41,59
9955,2015/2016,10269,8722,1,3,2.05,3.3,3.8,2.05,3.25,3.7,2.1,3.3,3.3,2.05,3.4,3.75,2.06,3.54,3.96,2.1,3.3,3.5,2.05,3.6,3.8,46,54
9956,2015/2016,8406,8177,0,1,2,3.4,3.9,2,3.3,3.75,2,3.3,3.6,1.95,3.4,4.2,2.04,3.43,4.2,2.1,3.3,3.5,2.05,3.4,4.1,48,52
9957,2015/2016,8697,10189,0,3,3,3.4,2.38,2.9,3.3,2.35,2.75,3.3,2.4,3,3.4,2.38,3.1,3.62,2.37,3.1,3.1,2.4,3,3.6,2.38,54,46
9958,2015/2016,9905,8234,0,1,2.05,3.4,3.75,2.05,3.3,3.6,2,3.3,3.6,1.95,3.5,4,2.03,3.54,4.08,2.1,3.3,3.5,2.05,3.5,3.9,47,53
9959,2015/2016,8262,9904,2,2,2.5,3.3,2.9,2.5,3.25,2.75,2.5,3.3,2.65,2.55,3.25,2.9,2.56,3.35,3.02,2.5,3.2,2.9,2.55,3.4,3,65,35
9960,2015/2016,9823,8722,4,0,1.1,9,29,1.12,9,23,1.15,7,15,1.1,10,26,1.12,11.5,27,1.11,7.5,29,1.08,12,31,40,60
9961,2015/2016,9789,8406,5,1,1.2,7,13,1.2,7,13,1.25,5.5,10.3,1.18,7,15,1.2,8.05,16,1.22,6,13,1.17,8,17,32,68
9962,2015/2016,8178,10269,4,3,1.57,4.33,5.5,1.57,4.33,5.5,1.6,3.9,5,1.55,4.2,5.25,1.58,4.58,5.95,1.62,3.6,6,1.57,4.6,5.4,45,55
9963,2015/2016,9788,10189,3,1,2.15,3.5,3.3,2.3,3.4,3.1,2.2,3.3,3.1,2.15,3.4,3.25,2.22,3.64,3.39,2.25,3.1,3.4,2.2,3.6,3.3,36,64
9964,2015/2016,9904,9810,1,2,2.5,3.4,2.8,2.5,3.3,2.7,2.4,3.3,2.75,2.4,3.3,2.75,2.58,3.54,2.85,2.6,3.1,2.8,2.5,3.6,2.75,58,42
9965,2015/2016,8226,9790,0,1,2.1,3.6,3.4,2.05,3.5,3.4,2.1,3.3,3.3,2,3.4,3.6,2.13,3.67,3.59,2.05,3.6,3.4,2.1,3.6,3.5,50,50
9966,2015/2016,9905,8697,1,3,2.05,3.5,3.6,2.05,3.4,3.5,2,3.3,3.6,1.95,3.5,3.6,2.08,3.75,3.66,2.05,3.6,3.4,2.05,3.8,3.5,47,53
9967,2015/2016,8234,8177,0,1,2.4,3.2,3.1,2.5,3.2,2.8,2.5,3.1,2.8,2.4,3.1,3,2.53,3.25,3.15,2.5,3.1,2.9,2.5,3.3,3,54,46
9968,2015/2016,8262,8721,0,1,4.75,3.75,1.75,4.33,3.6,1.85,3.8,3.45,1.9,4.33,3.6,1.8,4.62,3.75,1.86,4.5,3.4,1.83,4.33,3.8,1.83,70,30
9969,2015/2016,10189,8234,1,1,1.8,3.5,4.75,1.83,3.5,4.6,1.8,3.5,4.2,1.8,3.4,4.5,1.83,3.67,5,1.85,3.4,4.5,1.83,3.75,4.4,48,52
9970,2015/2016,8721,8178,2,1,2.63,3.4,2.7,2.65,3.3,2.7,2.4,3.3,2.75,2.5,3.3,2.62,2.64,3.55,2.78,2.62,3.25,2.7,2.6,3.6,2.63,51,49
9971,2015/2016,9790,9904,1,2,2,3.3,4,2,3.4,3.6,1.9,3.45,3.8,1.91,3.3,4,2.01,3.47,4.26,2,3.1,4.2,1.95,3.5,4.1,54,46
9972,2015/2016,10269,8262,2,0,1.67,4,5,1.67,3.6,5.25,1.75,3.5,4.5,1.62,3.8,5.25,1.68,4.11,5.45,1.67,3.8,5,1.65,4.2,5.2,38,62
9973,2015/2016,8406,9905,3,3,2.3,3.4,3.1,2.35,3.25,2.95,2.5,3.3,2.65,2.3,3.3,3,2.33,3.53,3.25,2.4,3.1,3.1,2.25,3.6,3.1,30,70
9974,2015/2016,8697,9789,1,3,7.5,5,1.4,7.75,4.75,1.4,7,4.6,1.4,7,4.75,1.4,8.4,5.33,1.4,7,5,1.4,7,5.4,1.4,66,34
9975,2015/2016,9810,9823,0,0,15,8,1.17,14,7,1.2,12,5.5,1.22,17,7.5,1.17,19.24,8.52,1.18,17,7.5,1.15,17,8.5,1.15,73,27
9976,2015/2016,8722,8226,0,0,2.05,3.5,3.4,2.1,3.3,3.4,2.2,3.3,3.1,2.05,3.4,3.5,2.13,3.59,3.67,2.1,3.3,3.5,2.1,3.6,3.4,48,52
9977,2015/2016,8177,9788,1,4,3,3.3,2.4,2.8,3.2,2.5,2.65,3.3,2.5,2.8,3.25,2.4,2.94,3.38,2.6,2.9,3.2,2.5,2.88,3.5,2.45,63,37
9978,2015/2016,9823,10269,4,0,1.1,11,21,1.12,9.75,17.5,1.12,8,16,1.11,10,23,1.12,12.4,22.4,1.11,8,26,1.09,12,26,33,67
9979,2015/2016,9789,10189,3,2,1.3,6,8.5,1.33,5.25,9,1.4,4.4,7.3,1.3,5.75,8.5,1.35,5.97,9,1.36,4.5,9,1.3,6,9.5,35,65
9980,2015/2016,8178,8722,1,2,1.5,4.33,6.5,1.53,4.4,6,1.5,4,6.1,1.48,4.5,6,1.51,4.72,6.89,1.5,4.2,6.5,1.5,4.75,6.5,45,55
9981,2015/2016,9788,8234,0,0,1.62,3.8,6,1.67,3.9,4.6,1.6,3.7,5.4,1.65,3.8,5.25,1.68,4.03,5.6,1.67,3.5,5.5,1.65,4.1,5.2,46,54
9982,2015/2016,8406,8697,1,2,2.2,3.4,3.3,2.2,3.4,3.1,2.1,3.3,3.3,2.15,3.4,3.25,2.19,3.59,3.51,2.2,3.5,3.1,2.2,3.6,3.3,43,57
9983,2015/2016,9904,8177,1,3,2.63,3.3,2.7,2.7,3.05,2.7,2.6,3.1,2.7,2.62,3.1,2.7,2.78,3.29,2.81,2.6,3.2,2.75,2.7,3.4,2.7,59,41
9984,2015/2016,8226,9810,0,0,2.1,3.6,3.4,2.15,3.3,3.3,2.1,3.3,3.3,2.15,3.5,3.2,2.2,3.71,3.38,2.2,3.2,3.4,2.15,3.75,3.25,55,45
9985,2015/2016,9905,8721,2,0,3.3,3.6,2.15,3.2,3.5,2.2,3.1,3.3,2.2,3.25,3.5,2.1,3.46,3.72,2.16,3.4,3.2,2.2,3.3,3.7,2.15,76,24
9986,2015/2016,8262,9790,1,1,2.75,3,2.8,2.7,3.05,2.7,2.6,3.2,2.6,2.7,3,2.75,2.77,3.18,2.9,2.7,3.1,2.7,2.7,3.25,2.8,55,45
9987,2015/2016,10189,9823,1,3,13,6.5,1.22,13,6.5,1.26,10,5.2,1.27,11,6,1.25,12.9,6.61,1.26,12,5,1.29,11.5,6.5,1.25,68,32
9988,2015/2016,9788,9904,2,1,1.5,4.2,7,1.5,3.9,6.75,1.55,4,5.5,1.48,4.2,7,1.5,4.5,7.62,1.5,4,7,1.5,4.5,6.5,48,52
9989,2015/2016,8721,8697,6,0,1.57,4,5.75,1.62,4.1,5.25,1.55,4,5.5,1.62,4,5.25,1.66,4.26,5.45,1.62,3.8,5.5,1.65,4.3,5,35,65
9990,2015/2016,9790,9789,3,1,8.5,5,1.36,7.75,5.25,1.36,7,4.6,1.4,7.5,5,1.36,8.55,5.27,1.4,9,5,1.33,8,5.4,1.36,58,42
9991,2015/2016,10269,8406,0,4,1.95,3.8,3.6,1.95,3.5,3.75,2,3.3,3.6,1.91,3.8,3.6,1.96,3.95,3.89,1.95,3.5,3.8,1.93,4,3.7,51,49
9992,2015/2016,9810,8178,1,3,3.8,3.6,1.95,3.6,3.6,1.95,3.3,3.3,2.1,3.6,3.6,1.95,3.87,3.75,2.02,3.75,3.4,2,3.7,3.75,2,76,24
9993,2015/2016,8722,9905,0,0,2.15,3.5,3.3,2.15,3.3,3.3,2.2,3.2,3.2,2.15,3.3,3.4,2.21,3.56,3.5,2.2,3.3,3.3,2.15,3.5,3.4,53,47
9994,2015/2016,8177,8226,1,0,2,3.5,3.8,2.05,3.3,3.6,2.1,3.3,3.3,2,3.4,3.75,2.06,3.56,3.93,2.1,3.3,3.6,2,3.6,3.75,43,57
9995,2015/2016,8234,8262,3,1,2.05,3.25,4,2.1,3.25,3.5,2.2,3.2,3.2,2.05,3.2,3.8,2.08,3.33,4.2,2.1,3.2,3.75,2.05,3.4,3.9,47,53
9996,2015/2016,9823,8177,2,0,1.08,11,26,1.09,10.5,29,1.1,8,20,1.09,11,34,1.1,13,31,1.1,8,34,1.1,12,29,29,71
9997,2015/2016,9789,10269,4,1,1.2,7.5,12,1.22,7,11,1.22,5.5,12,1.2,7,11,1.23,7.68,12.78,1.25,5.5,12,1.22,7.5,13,32,68
9998,2015/2016,8178,10189,1,1,1.62,4.2,5.25,1.67,3.9,5.25,1.7,3.7,4.5,1.62,3.8,5.25,1.66,4.19,5.55,1.67,3.8,5,1.7,4.2,5,47,53
9999,2015/2016,8406,8721,0,0,3.3,3.4,2.2,3.25,3.4,2.25,3.1,3.3,2.2,3.25,3.5,2.15,3.37,3.59,2.25,3.1,3.4,2.25,3.3,3.5,2.25,60,40
10000,2015/2016,8697,9790,1,3,2.25,3.4,3.2,2.35,3.25,2.95,2.4,3.3,2.75,2.25,3.3,3.1,2.33,3.48,3.29,2.3,3.2,3.2,2.3,3.5,3.2,57,43
10001,2015/2016,9904,8234,4,0,2.6,3.2,2.8,2.65,3.1,2.7,2.5,3.3,2.65,2.62,3.1,2.75,2.75,3.22,2.89,2.7,3.1,2.7,2.7,3.25,2.88,50,50
10002,2015/2016,8226,9788,3,3,3.1,3.5,2.25,3,3.3,2.3,2.9,3.3,2.3,3,3.4,2.25,3.17,3.54,2.37,3.1,3.4,2.25,3.1,3.5,2.3,66,34
10003,2015/2016,9905,9810,2,1,2.2,3.5,3.2,2.2,3.4,3.1,2.25,3.3,3,2.15,3.4,3.2,2.26,3.61,3.33,2.25,3.4,3.1,2.25,3.6,3.2,57,43
10004,2015/2016,8262,8722,0,0,2.9,3.1,2.6,2.75,3.1,2.6,2.6,3.2,2.6,2.9,3.1,2.5,3.07,3.24,2.59,2.88,3.1,2.6,3,3.25,2.6,50,50
10005,2015/2016,10189,9904,3,1,1.6,4,5.75,1.6,4,5.75,1.65,3.8,4.8,1.57,4,5.5,1.61,4.32,5.92,1.6,4.2,5,1.6,4.33,5.4,47,53
10006,2015/2016,9788,9823,3,1,9,5.25,1.33,8,5.25,1.36,7.3,4.4,1.4,8.5,5.25,1.33,9.55,5.59,1.36,9,4.5,1.36,8.5,5.75,1.33,64,36
10007,2015/2016,8721,9789,1,2,4,4.33,1.75,4.2,3.75,1.83,3.9,3.6,1.85,4,4,1.75,4.24,4.22,1.83,4.2,3.6,1.8,4.1,4.2,1.8,50,50
10008,2015/2016,9790,9905,1,3,2.25,3.4,3.2,2.3,3.25,3.1,2.3,3.3,2.9,2.3,3.3,3.1,2.38,3.48,3.2,2.4,3.1,3.1,2.3,3.6,3.1,35,65
10009,2015/2016,10269,8697,1,1,1.95,3.75,3.75,2,3.4,3.6,2.1,3.3,3.3,1.91,3.6,3.8,1.97,3.87,3.93,2,3.3,3.75,1.95,3.9,3.7,37,63
10010,2015/2016,9810,8262,0,1,1.91,3.4,4.33,1.91,3.4,3.9,2,3.3,3.6,1.85,3.3,4.33,1.95,3.51,4.48,1.95,3.2,4.2,1.93,3.5,4.3,34,66
10011,2015/2016,8722,8406,0,1,2.2,3.3,3.4,2.25,3.25,3.1,2.4,3.2,2.85,2.2,3.3,3.3,2.26,3.4,3.53,2.3,3.2,3.2,2.2,3.4,3.4,63,37
