id,season,home_team_api_id,away_team_api_id,home_team_goal,away_team_goal,B365H,B365D,B365A,BWH,BWD,BWA,IWH,IWD,IWA,LBH,LBD,LBA,PSH,PSD,PSA,WHH,WHD,WHA,VCH,VCD,VCA,awaypos,homepos
10012,2015/2016,8177,8178,2,1,3.75,3.4,2.05,3.6,3.4,2.1,3.1,3.3,2.2,3.6,3.4,2.05,3.91,3.53,2.08,3.75,3.1,2.1,3.6,3.6,2.05,42,58
10013,2015/2016,8234,8226,1,1,2.25,3.3,3.3,2.35,3.3,2.95,2.4,3.3,2.75,2.3,3.2,3.1,2.39,3.32,3.33,2.4,3.1,3.1,2.38,3.4,3.13,51,49
10014,2015/2016,9823,8234,2,0,1.07,13,29,1.08,11,31,1.1,8,20,1.09,11,41,1.09,13,37,1.08,10,34,1.07,12,36,42,58
10015,2015/2016,9789,9810,4,1,1.17,8,15,1.18,7.5,15,1.2,5.8,13,1.17,8,15,1.18,9,16,1.17,7.5,15,1.15,9,17,19,81
10016,2015/2016,8178,9788,5,0,1.95,3.75,3.75,2,3.6,3.7,2.1,3.3,3.3,1.91,3.75,3.6,1.99,3.92,3.81,2,3.5,3.6,2,3.8,3.6,33,67
10017,2015/2016,8721,9790,1,1,1.57,4.2,5.75,1.6,4,5.75,1.6,3.7,5.4,1.55,4,5.75,1.58,4.44,6.2,1.6,3.75,6,1.55,4.4,6,45,55
10018,2015/2016,8406,10189,2,1,2.63,3.5,2.63,2.7,3.3,2.65,2.6,3.2,2.6,2.62,3.3,2.62,2.74,3.51,2.7,2.62,3.3,2.62,2.63,3.6,2.6,47,53
10019,2015/2016,8697,8722,1,1,2.5,3.3,2.88,2.5,3.3,2.7,2.5,3.3,2.65,2.5,3.3,2.8,2.51,3.47,3.01,2.5,3.3,2.8,2.45,3.5,2.88,57,43
10020,2015/2016,8226,9904,1,0,1.8,3.5,4.5,1.87,3.4,4.1,2,3.3,3.6,1.83,3.6,4.2,1.88,3.73,4.5,1.91,3.5,4,1.85,3.8,4.2,59,41
10021,2015/2016,9905,10269,0,0,2.05,3.6,3.5,2.1,3.3,3.4,2.1,3.3,3.3,2,3.5,3.5,2.08,3.77,3.65,2.1,3.6,3.1,2.1,3.75,3.4,36,64
10022,2015/2016,8262,8177,0,4,3.1,3.1,2.5,2.9,3.1,2.5,2.65,3.3,2.5,3,3,2.5,3.17,3.18,2.56,3.1,3,2.5,3.1,3.2,2.5,74,26
10023,2015/2016,10189,8226,1,0,1.67,4,5,1.7,3.8,5,1.8,3.5,4.2,1.67,3.8,4.75,1.69,4.19,5.22,1.7,3.8,4.8,1.67,4.2,5,44,56
10024,2015/2016,9788,8262,3,2,1.5,4.33,6.5,1.5,4.33,5.75,1.5,4,6.1,1.5,4.2,6,1.54,4.46,6.82,1.5,4,7,1.5,4.5,6.5,37,63
10025,2015/2016,9790,8406,0,1,2.4,3.3,3,2.35,3.25,2.95,2.3,3.3,2.9,2.3,3.25,3.1,2.38,3.38,3.29,2.4,3.2,3,2.38,3.4,3.1,46,54
10026,2015/2016,10269,8721,3,1,3.5,3.6,2,3.4,3.6,2.1,3.1,3.3,2.2,3.25,3.6,2.1,3.53,3.71,2.14,3.2,3.6,2.15,3.3,3.7,2.15,67,33
10027,2015/2016,9810,8697,2,1,2.25,3.4,3.2,2.3,3.25,3.1,2.3,3.3,2.9,2.2,3.4,3.2,2.22,3.63,3.4,2.25,3.2,3.3,2.2,3.6,3.2,43,57
10028,2015/2016,8722,9789,2,1,7,4.75,1.44,6.25,4.75,1.48,6.1,4,1.5,6.5,4.5,1.44,6.82,4.72,1.51,6,4.33,1.5,7,4.75,1.45,74,26
10029,2015/2016,9904,9823,0,1,15,6.5,1.2,13.5,6.25,1.22,10.3,5.5,1.25,13,6.5,1.2,17.1,7.29,1.21,13,6,1.22,15,7,1.2,76,24
10030,2015/2016,8177,9905,2,0,2.15,3.4,3.4,2.15,3.3,3.3,2.2,3.3,3.1,2.1,3.25,3.5,2.17,3.44,3.72,2.15,3.3,3.4,2.15,3.5,3.5,29,71
10031,2015/2016,8234,8178,0,1,4.75,3.5,1.8,4.5,3.7,1.8,3.8,3.45,1.9,4.5,3.5,1.8,4.87,3.68,1.84,4.5,3.4,1.83,4.6,3.7,1.8,50,50
10032,2015/2016,10189,8697,1,3,1.67,4,5,1.67,3.8,5.25,1.75,3.5,4.5,1.62,3.8,5.25,1.68,4.19,5.37,1.7,3.75,5,1.67,4.2,5,40,60
10033,2015/2016,9788,9789,1,3,4.5,4.2,1.7,4.75,3.9,1.72,4.1,3.6,1.8,4.5,4.2,1.67,5,4.38,1.69,4.5,3.8,1.73,4.75,4.33,1.67,50,50
10034,2015/2016,9790,9823,1,2,13,6.5,1.22,11.5,6.75,1.24,9,5,1.3,15,6.5,1.2,16.2,7.3,1.22,13,6,1.22,15,7.5,1.18,69,31
10035,2015/2016,9810,8721,3,2,3.6,3.5,2.05,3.5,3.6,2.05,3.3,3.3,2.1,3.4,3.6,2,3.7,3.72,2.08,3.5,3.4,2.1,3.4,3.7,2.1,55,45
10036,2015/2016,8722,10269,1,3,2.15,3.5,3.3,2.15,3.3,3.3,2.3,3.3,2.9,2.2,3.3,3.25,2.23,3.53,3.47,2.25,3.2,3.3,2.2,3.5,3.3,50,50
10037,2015/2016,9904,8262,1,2,2.3,3.3,3.2,2.25,3.3,3.1,2.1,3.3,3.3,2.2,3.25,3.3,2.26,3.37,3.56,2.3,3.2,3.2,2.25,3.3,3.4,36,64
10038,2015/2016,8177,8406,0,0,2.2,3.3,3.4,2.2,3.3,3.2,2.3,3.2,3,2.2,3.25,3.3,2.23,3.36,3.64,2.3,3.2,3.2,2.15,3.4,3.5,29,71
10039,2015/2016,8226,8178,1,1,4.33,3.8,1.8,4.33,3.75,1.8,3.8,3.45,1.9,4.33,3.8,1.75,4.77,4.03,1.78,4.5,3.4,1.83,4.6,4,1.75,59,41
10040,2015/2016,8234,9905,1,0,2.4,3.2,3.1,2.5,3.2,2.8,2.6,3.2,2.6,2.4,3.1,3.1,2.45,3.22,3.32,2.5,3,3,2.45,3.25,3.13,54,46
10041,2015/2016,9823,8226,2,0,1.08,13,21,1.11,9.5,23,1.1,8,20,1.1,10,29,1.11,12.3,28,1.11,9,26,1.08,12,26,28,72
10042,2015/2016,9789,8234,2,0,1.17,7,19,1.17,7.25,17,1.22,5.5,12,1.15,7.5,21,1.17,8.3,21.5,1.17,7,17,1.15,8,19,40,60
10043,2015/2016,8178,9904,3,0,1.25,6,12,1.3,5.5,10,1.35,4.8,7.6,1.29,5.5,11,1.3,5.93,11.92,1.3,5,11,1.29,6,10.5,38,62
10044,2015/2016,8721,8722,1,1,1.57,4,5.75,1.62,4,5.5,1.6,3.9,5,1.62,3.8,5.5,1.63,4.2,5.95,1.67,3.6,5.5,1.62,4.2,5.5,34,66
10045,2015/2016,10269,9790,2,1,1.95,3.6,3.8,1.95,3.5,3.7,2.1,3.3,3.3,1.91,3.6,3.8,1.98,3.77,4,2,3.2,4,1.93,3.75,3.9,59,41
10046,2015/2016,8406,9810,0,0,1.95,3.6,4,2.05,3.3,3.6,2.1,3.3,3.3,2,3.4,3.75,2.04,3.67,3.88,2.1,3.2,3.75,2.05,3.6,3.6,46,54
10047,2015/2016,8697,8177,3,3,2.5,3.3,2.8,2.6,3.2,2.75,2.6,3.2,2.6,2.5,3.25,2.75,2.65,3.4,2.87,2.62,3.1,2.8,2.55,3.4,2.8,61,39
10048,2015/2016,9905,9788,1,0,2.6,3.4,2.7,2.6,3.3,2.7,2.6,3.2,2.6,2.5,3.4,2.7,2.57,3.59,2.84,2.6,3.4,2.62,2.55,3.5,2.8,57,43
10049,2015/2016,8262,10189,0,2,3.4,3.4,2.15,3.4,3.3,2.2,2.9,3.3,2.3,3.3,3.3,2.15,3.54,3.5,2.21,3.3,3.2,2.25,3.4,3.5,2.15,65,35
10050,2015/2016,10189,8262,1,1,1.44,4.5,7.5,1.45,4.33,6.75,1.45,4,7,1.44,4.33,8,1.45,4.91,7.93,1.44,4.2,8,1.45,4.8,7,27,73
10051,2015/2016,9788,9905,1,2,1.67,4,5,1.7,3.7,4.75,1.65,3.6,5.1,1.7,3.8,5.25,1.71,4.04,5.36,1.7,3.8,4.8,1.73,4,5,31,69
10052,2015/2016,9790,10269,3,2,2.88,3.5,2.4,2.8,3.3,2.45,2.55,3.4,2.55,2.8,3.5,2.5,2.99,3.52,2.49,2.9,3.2,2.5,2.9,3.6,2.45,51,49
10053,2015/2016,9810,8406,1,1,2.25,3.4,3.25,2.25,3.4,3,2.2,3.3,3.1,2.2,3.5,3.3,2.23,3.55,3.44,2.25,3.2,3.3,2.2,3.6,3.3,49,51
10054,2015/2016,8722,8721,1,1,4.2,3.8,1.83,3.9,3.6,1.87,3.8,3.45,1.9,4.2,3.75,1.85,4.4,3.77,1.89,4.2,3.5,1.85,4.2,3.8,1.91,57,43
10055,2015/2016,9904,8178,0,1,4.2,3.75,1.83,4,3.6,1.85,3.75,3.5,1.9,4.5,3.8,1.8,4.65,3.88,1.83,4.2,3.5,1.85,4.5,3.8,1.85,64,36
10056,2015/2016,8177,8697,1,1,2.05,3.5,3.6,2.1,3.3,3.4,2.1,3.3,3.3,2.1,3.4,3.6,2.11,3.49,3.86,2.05,3.4,3.6,2.1,3.5,3.7,45,55
10057,2015/2016,8226,9823,1,2,9.5,6,1.25,9,5.25,1.33,8,5,1.33,9,5.5,1.33,10.19,6.23,1.31,9,5.5,1.3,11,6,1.3,76,24
10058,2015/2016,8234,9789,0,4,7,4.5,1.45,6.25,4.33,1.48,6.1,4,1.5,7.5,4.5,1.44,7.27,4.61,1.5,7,4.5,1.44,7,4.6,1.5,64,36
10059,2015/2016,10189,8721,3,0,2.45,3.5,2.8,2.45,3.4,2.9,2.4,3.3,2.75,2.3,3.4,2.9,2.46,3.55,3.01,2.4,3.2,3,2.45,3.5,2.88,50,50
10060,2015/2016,8178,9823,0,0,5.25,4.2,1.6,5.5,4.1,1.65,5.1,3.6,1.65,5.25,4,1.62,5.77,4.32,1.63,5,3.8,1.67,5.25,4.3,1.62,69,31
10061,2015/2016,9788,8697,5,1,1.7,4,4.5,1.75,3.8,4.2,1.8,3.5,4.2,1.73,4,4.33,1.78,4.2,4.57,1.73,4,4.33,1.75,4.2,4.3,47,53
10062,2015/2016,9790,8722,1,1,2.5,3.2,3,2.5,3.2,2.8,2.5,3.3,2.65,2.5,3.1,2.9,2.58,3.25,3.08,2.6,3.1,2.8,2.5,3.25,3,30,70
10063,2015/2016,9810,10269,2,4,2.7,3.6,2.5,2.7,3.25,2.6,2.6,3.2,2.6,2.6,3.6,2.5,2.74,3.65,2.62,2.7,3.2,2.62,2.7,3.6,2.55,50,50
10064,2015/2016,9904,9905,0,1,2.75,3.3,2.6,2.7,3.2,2.65,2.6,3.2,2.6,2.62,3.25,2.62,2.81,3.46,2.67,2.7,3.1,2.7,2.75,3.4,2.63,53,47
10065,2015/2016,8177,9789,0,0,6.5,4.33,1.5,6,4.33,1.53,5.6,3.9,1.55,6,4.2,1.5,6.82,4.43,1.54,6.5,4,1.53,6.5,4.4,1.53,54,46
10066,2015/2016,8226,8262,0,2,2,3.3,4,2,3.25,3.75,2,3.3,3.6,1.95,3.3,3.8,2.05,3.48,4.08,2,3.2,4,2,3.4,4,46,54
10067,2015/2016,8234,8406,2,1,2.5,3.1,3.1,2.5,3.2,2.8,2.4,3.3,2.75,2.4,3,3.1,2.48,3.16,3.33,2.5,3,3.1,2.4,3.2,3.2,62,38
10068,2015/2016,9789,9904,1,0,1.14,8.5,17,1.14,7.75,15.5,1.15,7,15,1.13,9,21,1.14,10,21.5,1.14,7.5,21,1.12,10,22,29,71
10069,2015/2016,8721,8234,2,0,1.73,3.6,5.25,1.75,3.7,4.75,1.7,3.6,4.7,1.7,3.6,5,1.75,3.73,5.52,1.75,3.5,5,1.73,3.8,5,52,48
10070,2015/2016,9790,9788,3,2,3.3,3.6,2.1,3.1,3.4,2.2,2.9,3.3,2.3,3.25,3.4,2.15,3.47,3.63,2.19,3.3,3.3,2.2,3.3,3.6,2.2,54,46
10071,2015/2016,10269,8177,2,0,2.1,3.5,3.5,2.15,3.3,3.3,2.2,3.3,3.1,2.05,3.4,3.5,2.11,3.63,3.68,2.1,3.3,3.5,2.1,3.6,3.5,45,55
10072,2015/2016,8406,9823,1,3,13,6,1.22,9.25,6.25,1.28,8.5,4.8,1.33,12,5.75,1.25,13.83,6.38,1.26,12,5,1.29,12,6.5,1.25,58,42
10073,2015/2016,8697,8226,1,1,2.2,3.5,3.25,2.2,3.3,3.2,2.2,3.3,3.1,2.15,3.4,3.25,2.21,3.67,3.39,2.2,3.3,3.3,2.2,3.6,3.3,44,56
10074,2015/2016,8722,9810,3,1,1.91,3.8,3.8,1.95,3.3,3.9,2.1,3.3,3.3,1.85,3.6,4,1.91,3.77,4.33,1.95,3.4,4,1.9,3.8,4,54,46
10075,2015/2016,9905,10189,2,1,2.9,3.4,2.45,2.9,3.25,2.5,2.6,3.2,2.6,2.88,3.4,2.4,3.04,3.47,2.48,2.75,3.4,2.5,2.9,3.4,2.45,50,50
10076,2015/2016,8262,8178,1,2,4.75,3.75,1.75,5,3.6,1.75,4.2,3.5,1.8,4.75,3.6,1.73,5.13,3.79,1.78,4.5,3.5,1.8,4.8,3.8,1.75,56,44
10077,2015/2016,9823,8262,3,1,1.08,12,26,1.08,11,34,1.07,9.5,22,1.07,12,51,1.08,14.9,41,1.08,9,34,1.06,13,51,25,75
10078,2015/2016,10189,10269,1,1,2.15,3.75,3.1,2.15,3.5,3.3,2,3.3,3.6,2.1,3.6,3.2,2.18,3.77,3.36,2.2,3.3,3.3,2.15,3.8,3.2,48,52
10079,2015/2016,8178,9789,0,1,3.4,3.5,2.1,3.4,3.4,2.15,3.1,3.3,2.2,3.3,3.4,2.15,3.31,3.58,2.28,3.3,3.3,2.2,3.25,3.6,2.2,47,53
10080,2015/2016,9788,8722,1,0,1.91,3.6,4,1.95,3.4,3.75,2,3.3,3.6,1.91,3.5,3.8,1.99,3.69,4.05,1.95,3.5,3.8,1.95,3.75,3.75,34,66
10081,2015/2016,9810,9790,0,0,2.25,3.5,3,2.3,3.25,3.1,2.3,3.3,2.9,2.25,3.4,3.1,2.35,3.58,3.17,2.38,3.4,2.9,2.3,3.5,3.1,53,47
10082,2015/2016,9904,8406,0,1,2.63,3.3,2.75,2.7,3.1,2.7,2.6,3.2,2.6,2.62,3.2,2.7,2.73,3.35,2.81,2.7,3.1,2.7,2.7,3.3,2.75,54,46
10083,2015/2016,8177,8721,1,1,2.75,3.3,2.6,2.8,3.2,2.65,2.6,3.2,2.6,2.75,3.2,2.6,2.89,3.35,2.66,2.75,3.2,2.6,2.8,3.4,2.55,44,56
10084,2015/2016,8226,9905,3,2,2.4,3.4,2.9,2.5,3.25,2.75,2.6,3.2,2.6,2.38,3.4,2.9,2.48,3.46,3.05,2.45,3.3,2.9,2.5,3.4,2.9,50,50
10085,2015/2016,8234,8697,2,0,2.1,3.3,3.6,2.15,3.3,3.3,2.3,3.2,3,2.1,3.3,3.5,2.16,3.44,3.75,2.05,3.4,3.6,2.1,3.5,3.6,51,49
10086,2015/2016,9789,8226,3,1,1.18,7,17,1.2,6.75,11,1.25,5.5,10.3,1.2,7,13,1.21,7.85,15,1.2,7,12,1.2,7.5,13,32,68
10087,2015/2016,8721,9823,0,2,9,4.5,1.4,9,4.5,1.45,5.5,4,1.55,7,4.5,1.4,8.3,4.91,1.44,7,4.4,1.44,7.5,4.8,1.44,66,34
10088,2015/2016,9790,8234,1,1,2.4,3,3.3,2.45,3.1,2.95,2.3,3.2,3,2.4,3,3.1,2.51,3.18,3.23,2.5,3,3,2.45,3.2,3.13,56,44
10089,2015/2016,10269,9904,1,2,1.53,4,6.5,1.55,4.2,5.5,1.5,4,6.1,1.55,4.2,5.75,1.57,4.57,6.01,1.55,4,6,1.55,4.5,5.75,51,49
10090,2015/2016,8406,9788,2,2,2.7,3.4,2.6,2.6,3.3,2.6,2.65,3.3,2.5,2.75,3.3,2.5,2.84,3.56,2.59,2.6,3.4,2.6,2.75,3.5,2.55,51,49
10091,2015/2016,8697,8262,2,2,2.1,3.4,3.6,2.1,3.3,3.4,2.2,3.3,3.1,2.1,3.3,3.5,2.14,3.55,3.68,2.1,3.4,3.5,2.1,3.5,3.5,39,61
10092,2015/2016,9810,10189,0,0,3.2,3.4,2.25,3.2,3.4,2.25,3.1,3.3,2.2,3,3.5,2.2,3.25,3.63,2.29,3.1,3.6,2.2,3.13,3.6,2.25,45,55
10093,2015/2016,8722,8177,0,1,2.1,3.3,3.75,2.1,3.3,3.4,2.15,3.3,3.2,2.05,3.25,3.8,2.09,3.38,4.06,2.05,3.25,3.8,2.1,3.3,3.8,60,40
10094,2015/2016,9905,8178,3,1,3.75,3.5,2,3.5,3.4,2.05,3.1,3.3,2.2,3.6,3.4,2,3.96,3.52,2.07,3.75,3.4,2,3.75,3.6,2,48,52
10095,2015/2016,9823,9905,1,2,1.13,9,21,1.13,8,17.5,1.15,7,15,1.13,8.5,23,1.14,9.9,22,1.12,8.5,19,1.12,10,22,23,77
10096,2015/2016,10189,9790,3,2,1.85,3.6,4.33,1.83,3.5,4.25,1.9,3.45,3.8,1.85,3.5,4.2,1.92,3.7,4.4,1.91,3.5,4,1.87,3.75,4.2,40,60
10097,2015/2016,8178,8697,1,4,1.44,4.75,7,1.4,4.75,6.75,1.45,4,7,1.44,4.5,6.5,1.47,4.97,7.33,1.5,4.5,6,1.45,5,6.5,41,59
10098,2015/2016,9788,10269,4,0,2.05,3.8,3.4,2.1,3.4,3.3,2.1,3.3,3.3,2,3.8,3.3,2.1,4.01,3.41,2.05,4,3.1,2.1,4,3.2,34,66
10099,2015/2016,9904,8721,0,4,4.2,3.75,1.85,3.7,3.75,1.95,3.6,3.3,2,4.2,3.6,1.83,3.81,3.75,2.04,4,3.6,1.85,3.7,3.75,2,56,44
10100,2015/2016,8177,9810,2,0,1.85,3.6,4.33,1.8,3.6,4.25,1.8,3.5,4.2,1.85,3.4,4.33,1.92,3.6,4.54,1.85,3.5,4.33,1.9,3.6,4.3,45,55
10101,2015/2016,8226,8406,2,1,2.25,3.4,3.3,2.35,3.4,2.85,2.4,3.3,2.75,2.25,3.4,3,2.3,3.62,3.22,2.38,3.4,2.9,2.25,3.6,3.1,47,53
10102,2015/2016,8234,8722,1,1,2.5,3.1,3,2.5,3.1,2.9,2.6,3.1,2.7,2.4,3,3.1,2.61,3.06,3.22,2.5,2.88,3.2,2.55,3.1,3.1,41,59
10103,2015/2016,8262,9789,0,2,8,4.75,1.4,7,4.75,1.4,7.3,4.4,1.4,7.5,4.5,1.4,8.39,4.98,1.43,7,4.5,1.44,8,5,1.4,65,35
10104,2015/2016,9789,9823,0,0,3.1,3.4,2.3,3,3.3,2.3,3,3.45,2.3,3.1,3.4,2.2,3.29,3.61,2.28,3.2,3.2,2.3,3.1,3.7,2.25,47,53
10105,2015/2016,8721,9788,2,1,1.95,3.75,3.6,2,3.4,3.6,2.2,3.3,3.1,2.05,3.6,3.3,2.02,3.85,3.79,2.1,3.3,3.5,2.05,3.8,3.5,38,62
10106,2015/2016,9790,8177,2,0,2.88,3.1,2.63,2.7,3.25,2.55,2.6,3.2,2.6,2.9,3,2.5,3.03,3.2,2.65,2.8,3,2.7,2.88,3.25,2.6,40,60
10107,2015/2016,10269,8226,5,1,1.91,3.6,4,1.87,3.7,3.8,2,3.3,3.6,1.85,3.8,3.75,1.9,4.02,4.08,1.91,3.6,3.8,1.87,4.1,3.8,51,49
10108,2015/2016,8406,8178,3,3,2.9,3.3,2.5,2.9,3.2,2.4,2.65,3.3,2.5,2.8,3.25,2.5,3.01,3.42,2.53,2.9,3.2,2.5,2.9,3.4,2.5,46,54
10109,2015/2016,8697,9904,4,1,1.73,3.8,4.75,1.75,3.6,4.6,1.8,3.5,4.2,1.73,3.8,4.5,1.76,4.06,4.84,1.8,3.6,4.5,1.73,4.1,4.6,52,48
10110,2015/2016,9810,8234,1,1,2.5,3.2,3,2.4,3.2,2.95,2.4,3.3,2.75,2.6,3,2.88,2.67,3.2,3,2.6,3.1,2.8,2.6,3.25,2.88,43,57
10111,2015/2016,8722,10189,1,3,2.4,3.2,3.1,2.45,3.2,2.85,2.6,3.2,2.6,2.4,3.2,2.9,2.53,3.4,3.02,2.5,3.2,2.9,2.5,3.4,2.9,63,37
10112,2015/2016,9905,8262,0,0,1.75,3.6,5,1.8,3.5,4.4,1.7,3.6,4.7,1.75,3.5,4.75,1.78,3.77,5.18,1.83,3.2,5,1.78,3.75,4.75,39,61
10113,2015/2016,9823,8697,5,0,1.13,9,21,1.15,7.5,14.5,1.12,8,16,1.14,8.5,19,1.14,10.3,21.5,1.14,8,17,1.12,10,22,24,76
10114,2015/2016,9789,9905,2,0,1.36,5,8.5,1.34,5,8.25,1.35,4.8,7.6,1.3,5.25,9.5,1.34,5.74,10.28,1.33,4.8,10,1.3,5.75,10.5,37,63
10115,2015/2016,8178,9790,1,0,1.67,3.75,5.5,1.62,3.9,5,1.7,3.7,4.5,1.62,3.8,5.25,1.64,4.21,5.82,1.65,4,5,1.62,4.2,5.5,60,40
10116,2015/2016,9788,9810,3,0,1.57,4.33,5.5,1.55,4.1,5.5,1.6,3.9,5,1.57,4.2,5.25,1.56,4.68,5.98,1.57,4.5,5,1.57,4.6,5.4,36,64
10117,2015/2016,9904,8722,0,2,3.5,3.3,2.15,3.2,3.4,2.15,2.75,3.3,2.4,3.5,3.3,2.1,3.65,3.53,2.16,3.3,3.3,2.2,3.5,3.5,2.15,42,58
10118,2015/2016,8177,10189,2,0,2.4,3.2,3,2.55,3.25,2.85,2.6,3.2,2.6,2.4,3.25,2.9,2.54,3.3,3.08,2.45,3.25,2.9,2.55,3.2,3,41,59
10119,2015/2016,8226,8721,1,0,3.4,3.6,2.1,3.3,3.4,2.1,3.3,3.3,2.1,3.3,3.6,2.05,3.55,3.78,2.11,3.3,3.5,2.1,3.3,3.9,2.1,56,44
10120,2015/2016,8234,10269,3,3,3,3.2,2.5,2.9,3.25,2.4,2.6,3.2,2.6,2.8,3.3,2.5,2.87,3.41,2.64,2.8,3.1,2.62,2.8,3.4,2.55,57,43
10121,2015/2016,8262,8406,2,2,2.8,3.1,2.7,2.65,3.2,2.65,2.6,3.2,2.6,2.75,3.1,2.62,2.86,3.31,2.71,2.7,3.1,2.7,2.8,3.3,2.63,60,40
10122,2015/2016,10189,9788,2,1,2.45,3.5,2.8,2.5,3.3,2.85,2.4,3.3,2.75,2.4,3.3,2.8,2.59,3.47,2.89,2.4,3.5,2.8,2.5,3.4,2.8,49,51
10123,2015/2016,8721,8262,1,1,1.44,4.33,8,1.44,4.25,7.25,1.45,4,7,1.4,4.33,7.5,1.45,4.72,8.46,1.44,4.2,8,1.45,4.6,7.5,34,66
10124,2015/2016,9790,8226,1,3,2.25,3.4,3.2,2.2,3.3,3.2,2.2,3.3,3.1,2.2,3.3,3.25,2.29,3.51,3.35,2.25,3.3,3.2,2.25,3.5,3.25,42,58
10125,2015/2016,10269,8178,0,2,2.3,3.5,2.9,2.35,3.3,2.9,2.4,3.3,2.75,2.25,3.6,2.9,2.32,3.78,3.08,2.3,3.5,2.9,2.3,3.8,2.9,50,50
10126,2015/2016,8406,9789,1,3,6.5,4.33,1.5,6.25,4.33,1.48,6.1,4,1.5,6.5,4.33,1.5,7.5,4.68,1.49,7,4,1.5,6.5,4.6,1.5,80,20
10127,2015/2016,8697,9905,1,1,2.38,3.4,3,2.4,3.25,2.9,2.5,3.3,2.65,2.3,3.4,2.9,2.38,3.55,3.14,2.4,3.3,2.9,2.38,3.6,2.9,52,48
10128,2015/2016,9810,9904,1,0,1.85,3.6,4.33,1.83,3.5,4.25,1.8,3.5,4.2,1.83,3.5,4.33,1.86,3.73,4.65,1.91,3.4,4.2,1.83,3.75,4.33,46,54
10129,2015/2016,8722,9823,0,1,11,5,1.29,9.75,5.75,1.26,10.3,5.5,1.25,11,5.5,1.29,10.85,5.92,1.32,11,5,1.3,11.5,5.75,1.29,79,21
10130,2015/2016,8177,8234,2,1,2.05,3.2,4,2,3.2,3.9,1.9,3.45,3.8,2,3.1,4,2.13,3.23,4.16,2.1,3,4,2.1,3.25,3.9,45,55
10131,2015/2016,9823,9810,1,0,1.13,9,21,1.1,9,21,1.1,8,20,1.1,10,29,1.1,12.6,30,1.1,9,26,1.08,12,29,28,72
10132,2015/2016,9789,8697,3,2,1.2,7,13,1.2,6.5,11.5,1.25,6,9,1.2,6.5,13,1.22,7.5,14.5,1.22,6,13,1.2,7.5,13,41,59
10133,2015/2016,8178,8721,3,0,2,3.2,4,2,3.5,3.8,2,3.3,3.6,2,3.5,3.6,2.05,3.67,3.87,1.95,3.5,3.8,2.05,3.6,3.6,51,49
