id,season,home_team_api_id,away_team_api_id,home_team_goal,away_team_goal,B365H,B365D,B365A,BWH,BWD,BWA,IWH,IWD,IWA,LBH,LBD,LBA,PSH,PSD,PSA,WHH,WHD,WHA,VCH,VCD,VCA,awaypos,homepos
10134,2015/2016,9788,8177,5,0,1.83,3.6,4.33,1.83,3.5,4.25,1.9,3.45,3.8,1.8,3.5,4.5,1.88,3.68,4.59,1.85,3.4,4.5,1.87,3.7,4.3,47,53
10135,2015/2016,9904,9790,0,3,3.1,3.25,2.38,2.9,3.25,2.4,2.9,3.3,2.3,3,3.25,2.38,3.14,3.41,2.45,3.1,3.1,2.4,3,3.4,2.4,40,60
10136,2015/2016,8226,8722,1,1,2.38,3.3,3.1,2.45,3.3,2.8,2.2,3.3,3.1,2.38,3.4,2.9,2.47,3.52,3.02,2.5,3.2,2.9,2.4,3.5,3,55,45
10137,2015/2016,9905,8406,4,2,2.1,3.4,3.6,2.05,3.2,3.7,2,3.3,3.6,2.1,3.3,3.5,2.1,3.51,3.86,2.15,3.25,3.5,2.1,3.5,3.6,50,50
10138,2015/2016,8234,10189,3,0,2.75,3,2.7,2.7,3.2,2.6,2.75,3.2,2.5,2.7,3.1,2.7,2.77,3.35,2.77,2.7,3.1,2.7,2.75,3.3,2.7,45,55
10139,2015/2016,8262,10269,2,2,3.4,3.3,2.2,3,3.3,2.3,2.75,3.3,2.4,3,3.4,2.25,3.23,3.57,2.32,3.1,3.5,2.2,3.1,3.6,2.25,57,43
10140,2015/2016,10189,9789,2,2,4.2,4,1.73,4.33,3.6,1.78,4.2,3.5,1.8,4.33,4,1.73,4.82,4.17,1.75,4.33,4,1.73,4.5,4.1,1.75,47,53
10141,2015/2016,8721,9905,1,1,2.2,3.4,3.25,2.05,3.5,3.4,2.3,3.3,2.9,2.1,3.4,3.4,2.16,3.63,3.56,2.05,3.6,3.4,2.1,3.7,3.4,54,46
10142,2015/2016,9790,8262,1,2,2.05,3.4,3.6,2.05,3.25,3.6,2.1,3.3,3.3,2.1,3.2,3.6,2.15,3.33,3.93,2.1,3.25,3.6,2.1,3.4,3.7,35,65
10143,2015/2016,10269,9823,1,3,6,4.33,1.5,6,4.75,1.44,7,4,1.45,5.25,4.6,1.45,6.84,4.82,1.5,6.5,4.75,1.44,6,4.8,1.5,75,25
10144,2015/2016,8697,8406,1,2,2.05,3.4,3.5,2.15,3.3,3.3,2.2,3.3,3.1,2.1,3.5,3.3,2.19,3.7,3.41,2.15,3.5,3.2,2.1,3.7,3.4,42,58
10145,2015/2016,9810,8226,0,2,2.3,3.25,3.1,2.45,3.25,2.8,2.4,3.3,2.75,2.3,3.3,2.9,2.44,3.58,3.02,2.4,3.5,2.8,2.4,3.6,2.9,46,54
10146,2015/2016,8722,8178,0,2,3.1,3.25,2.3,3,3.3,2.3,2.75,3.3,2.4,3.1,3.25,2.3,3.27,3.4,2.38,3.2,3.3,2.25,3.13,3.5,2.3,52,48
10147,2015/2016,8177,9904,2,2,1.5,4.2,7,1.5,4.1,6.25,1.4,4.6,7,1.5,4,6.5,1.52,4.42,7.23,1.5,4,7,1.5,4.33,7,32,68
10148,2015/2016,8234,9788,1,0,3.2,3.4,2.2,3.1,3.3,2.25,2.9,3.3,2.3,3.25,3.3,2.2,3.43,3.46,2.28,3.1,3.3,2.3,3.25,3.5,2.25,48,52
10149,2015/2016,9823,8178,3,0,1.33,5.25,9,1.3,5.25,9,1.33,5,8,1.33,5.5,9,1.35,5.57,10.19,1.33,5,9,1.33,5.75,9.5,37,63
10150,2015/2016,9789,8177,3,1,1.2,6.5,17,1.24,6.25,10.5,1.25,5.5,10.3,1.22,6.5,13,1.24,7.06,14.5,1.25,5.5,13,1.25,6.5,13,43,57
10151,2015/2016,8721,10189,3,0,2,3.8,3.5,2,3.3,3.7,2,3.3,3.6,2,3.6,3.8,2.02,3.8,3.81,1.95,3.8,3.5,2.05,3.8,3.6,39,61
10152,2015/2016,10269,9810,1,4,1.95,3.6,3.8,1.95,3.4,3.8,2,3.3,3.6,1.95,3.75,3.8,1.96,3.91,3.93,1.95,3.5,3.8,1.95,3.9,3.75,52,48
10153,2015/2016,8406,8234,0,1,2,3.4,3.8,2,3.3,3.75,2,3.3,3.6,1.95,3.4,4.2,2.01,3.47,4.28,2,3.25,4,2.05,3.4,4,36,64
10154,2015/2016,8697,9788,2,1,3.2,3.4,2.25,3.1,3.3,2.25,3.3,3.3,2.1,3.2,3.6,2.2,3.36,3.6,2.25,3.3,3.2,2.25,3.25,3.7,2.25,55,45
10155,2015/2016,8722,9790,2,1,1.83,3.5,4.5,1.83,3.5,4.2,1.9,3.45,3.8,1.83,3.6,4.5,1.83,3.7,4.93,1.83,3.4,4.5,1.85,3.8,4.5,52,48
10156,2015/2016,9905,9904,3,0,2,3.5,3.8,1.95,3.4,3.8,2,3.3,3.6,2,3.5,3.8,2.03,3.61,3.99,2,3.25,4,2,3.6,3.9,46,54
10157,2015/2016,8262,8226,0,0,3,3.3,2.4,2.75,3.3,2.5,2.65,3.3,2.5,3,3.4,2.38,3.03,3.49,2.48,2.88,3.3,2.45,2.9,3.5,2.45,68,32
10158,2015/2016,9823,10189,3,0,1.18,7.5,15,1.18,7,12.5,1.22,5.5,12,1.2,7,15,1.2,8.05,16,1.22,6,13,1.17,8,17,32,68
10159,2015/2016,9789,9790,3,0,1.33,5.25,9,1.28,5.75,8.75,1.3,5,9,1.33,5.25,8.5,1.35,5.74,9.29,1.36,4.8,8.5,1.33,5.75,8.5,34,66
10160,2015/2016,8178,9810,3,0,1.36,5.25,8,1.36,5,7.5,1.4,4.5,7,1.36,5,8.5,1.41,5.18,8.56,1.4,4.5,8,1.36,5.25,8.5,36,64
10161,2015/2016,8406,10269,1,0,2.45,3.6,2.75,2.5,3.3,2.75,2.3,3.3,2.9,2.4,3.6,2.62,2.59,3.68,2.76,2.6,3.4,2.6,2.5,3.7,2.7,43,57
10162,2015/2016,8697,8721,3,2,2.5,3.5,2.75,2.35,3.5,2.75,2.5,3.3,2.65,2.4,3.5,2.75,2.48,3.77,2.84,2.4,3.5,2.8,2.45,3.75,2.75,58,42
10163,2015/2016,9904,9788,2,0,5.5,4,1.62,5,4.1,1.65,4.7,3.6,1.7,5,4,1.65,5.36,4.26,1.67,4.75,4,1.67,5,4.33,1.65,39,61
10164,2015/2016,8226,8177,2,1,2.38,3.4,3,2.45,3.25,2.85,2.5,3.2,2.75,2.3,3.25,3,2.4,3.42,3.21,2.5,3.1,3,2.38,3.4,3.1,52,48
10165,2015/2016,9905,8722,2,3,2.1,3.4,3.6,2,3.4,3.6,2.1,3.3,3.3,2.1,3.3,3.5,2.13,3.47,3.81,2.1,3.3,3.5,2.1,3.5,3.6,45,55
10166,2015/2016,8262,8234,2,0,2.55,3.2,2.88,2.5,3.1,2.85,2.6,3,2.8,2.6,3,2.9,2.66,3.19,3.02,2.62,3,2.9,2.63,3.2,2.9,55,45
10167,2015/2016,10189,8178,2,3,3,3.3,2.4,2.85,3.5,2.3,2.6,3.2,2.6,2.88,3.5,2.3,3.09,3.66,2.36,3,3.2,2.4,3,3.7,2.3,36,64
10168,2015/2016,9788,8226,3,1,1.62,4.2,5.25,1.62,3.9,5,1.65,3.8,4.8,1.62,4.33,4.75,1.66,4.44,5.22,1.62,3.8,5.5,1.62,4.6,5,45,55
10169,2015/2016,8721,8406,0,2,1.8,3.75,4.33,1.75,3.7,4.4,1.9,3.45,3.8,1.75,3.8,4.2,1.81,3.95,4.69,1.8,3.6,4.5,1.8,4,4.33,35,65
10170,2015/2016,9790,8697,2,1,2.6,3.5,2.63,2.6,3.55,2.6,2.4,3.3,2.75,2.5,3.5,2.6,2.68,3.52,2.76,2.6,3.3,2.7,2.55,3.6,2.7,44,56
10171,2015/2016,10269,9789,0,3,4.75,4.2,1.65,4.5,4.1,1.65,4.4,3.8,1.7,4.33,4,1.7,4.89,4.27,1.72,4.5,3.8,1.73,4.6,4.3,1.7,64,36
10172,2015/2016,9810,9905,2,1,2.88,3.3,2.5,2.7,3.25,2.55,2.65,3.3,2.5,2.8,3.3,2.4,2.88,3.56,2.55,2.9,3.2,2.5,2.8,3.6,2.45,45,55
10173,2015/2016,8722,8262,4,1,1.95,3.3,4.33,1.91,3.4,3.9,2,3.3,3.6,1.91,3.3,4.2,2.01,3.42,4.34,2,3.2,4,2,3.4,4.1,29,71
10174,2015/2016,8177,9823,0,2,9,4.5,1.4,7,4.4,1.42,7.3,4.4,1.4,7.5,4.5,1.4,8.71,4.91,1.43,8.5,4,1.44,8,4.8,1.4,63,37
10175,2015/2016,8234,9904,2,2,1.91,3.4,4.33,1.83,3.5,4.25,1.8,3.5,4.2,1.83,3.5,4.33,1.89,3.74,4.45,1.91,3.4,4.2,1.85,3.7,4.4,43,57
10176,2015/2016,9823,9788,1,1,1.4,5,7.5,1.44,5.25,6,1.4,4.4,7.3,1.4,4.75,6.5,1.44,5.2,7.54,1.44,4.5,6.5,1.44,5.2,6.5,50,50
10177,2015/2016,9789,8721,5,1,1.36,5,8.5,1.35,5.5,7.75,1.4,4.5,7,1.35,5,8.5,1.37,5.53,8.97,1.4,4.5,7.5,1.33,5.5,9,46,54
10178,2015/2016,8178,8177,2,1,1.62,3.75,6,1.62,4,5.5,1.55,4,5.5,1.62,3.8,5.5,1.63,4.2,5.95,1.67,3.75,5,1.6,4.2,5.75,48,52
10179,2015/2016,8406,8722,0,0,2.45,3.25,3,2.4,3.4,2.95,2.2,3.3,3.1,2.5,3.3,2.8,2.56,3.47,2.94,2.38,3.3,3,2.45,3.5,2.8,51,49
10180,2015/2016,8697,10269,6,2,2.05,3.6,3.5,2.1,3.8,3.25,2.2,3.3,3.1,2.05,3.8,3.2,2.11,3.96,3.41,2,3.75,3.1,2.05,4,3.25,46,54
10181,2015/2016,9904,10189,1,3,3.8,4,1.85,4,3.9,1.83,4,3.45,1.85,4,3.8,1.8,4.12,4.05,1.88,4.5,3.5,1.8,4,4.1,1.83,59,41
10182,2015/2016,8226,8234,2,1,1.8,3.6,4.6,1.8,3.6,4.6,1.9,3.45,3.8,1.8,3.6,4.5,1.86,3.79,4.56,1.83,3.6,4.2,1.83,3.6,4.6,44,56
10183,2015/2016,9905,9790,0,0,1.8,3.75,4.33,1.75,3.9,4.5,1.9,3.45,3.8,1.75,3.6,4.5,1.76,3.99,4.95,1.8,3.5,4.5,1.75,4,4.6,41,59
10184,2015/2016,8262,9810,1,2,2.5,3.2,3,2.5,3.3,2.9,2.4,3.3,2.75,2.5,3.25,2.8,2.56,3.41,2.97,2.5,3.2,2.88,2.5,3.5,2.88,59,41
10185,2015/2016,10189,8406,1,1,1.7,4.2,4.5,1.7,3.9,4.5,1.65,3.7,4.9,1.67,4,4.5,1.72,4.28,4.85,1.67,4.2,4.5,1.73,4.1,4.6,35,65
10186,2015/2016,9788,8178,2,1,1.91,3.8,3.8,1.9,3.7,3.7,1.75,3.7,4.2,1.85,3.6,3.8,1.89,3.94,4.2,1.91,3.6,3.75,1.9,4,3.8,47,53
10187,2015/2016,9790,8721,0,1,2.7,3.4,2.63,2.6,3.2,2.7,2.4,3.3,2.75,2.62,3.3,2.62,2.75,3.48,2.7,2.6,3.3,2.7,2.7,3.4,2.63,47,53
10188,2015/2016,10269,9905,1,3,2.1,3.8,3.2,2.05,3.6,3.25,2,3.4,3.5,2.05,3.8,3.1,2.16,3.99,3.26,2.05,4,3.1,2.1,4,3.2,56,44
10189,2015/2016,9810,9789,1,0,7,4.75,1.45,7,4.75,1.4,5.2,4.5,1.5,6,4.5,1.48,7.06,4.98,1.48,7,5,1.4,6.5,5,1.45,66,34
10190,2015/2016,8722,8697,0,0,2.8,3.75,2.38,2.75,3.75,2.25,2.7,3.6,2.3,2.8,3.6,2.3,2.94,3.81,2.39,2.8,3.75,2.3,2.75,3.9,2.38,51,49
10191,2015/2016,9904,8226,1,0,3.4,3.75,2.05,3.4,3.6,2,3.8,3.45,1.9,3.3,3.8,2,3.42,3.88,2.13,3.25,3.8,2.05,3.25,3.75,2.1,50,50
10192,2015/2016,8177,8262,1,2,1.75,3.6,5,1.7,3.75,4.6,1.75,3.6,4.3,1.75,3.6,4.5,1.83,3.84,4.71,1.83,3.2,4.8,1.8,3.8,4.5,33,67
10193,2015/2016,8234,9823,1,2,15,7,1.18,10,6.5,1.22,10.3,5.5,1.25,15,6.5,1.2,16.77,6.86,1.23,11,6,1.25,15,7,1.2,63,37
10194,2015/2016,9823,9904,3,1,1.08,11,26,1.09,11,16,1.15,7,15,1.09,12,29,1.1,14.3,25.04,1.08,9,17,1.13,10,20,44,56
10195,2015/2016,9789,8722,2,2,1.29,5.75,8,1.3,5.5,8.5,1.3,5,9,1.3,5.75,9,1.31,6.46,10.01,1.25,6,8,1.3,6,9.5,24,76
10196,2015/2016,8178,8234,3,2,1.5,4.33,6.5,1.5,4.33,5.75,1.5,4,6.1,1.5,4.5,5.5,1.56,4.82,5.88,1.44,4.33,6,1.53,4.75,5.75,54,46
10197,2015/2016,8721,10269,3,1,2.3,4,2.75,2.35,3.8,2.6,2.5,3.5,2.5,2.25,3.8,2.75,2.34,4.1,2.86,2.45,3.6,2.6,2.38,4.1,2.7,42,58
10198,2015/2016,8406,9790,1,3,2,3.5,3.8,2,3.5,3.5,2,3.3,3.6,2,3.5,3.6,2.02,3.7,3.94,2,3.6,3.2,2,3.7,3.7,56,44
10199,2015/2016,8697,9810,1,0,2,3.75,3.5,2,3.7,3.3,2.1,3.3,3.3,1.91,3.6,3.6,1.99,3.83,3.89,2,3.75,3.1,2,3.8,3.6,49,51
10200,2015/2016,8226,10189,1,4,3.2,3.8,2.05,2.9,3.9,2.15,3,3.6,2.1,3,3.8,2.15,3.09,4.06,2.22,2.88,3.75,2.1,3,3.9,2.2,49,51
10201,2015/2016,9905,8177,0,0,2.05,3.6,3.5,2.05,3.6,3.25,1.85,3.5,3.9,2.05,3.4,3.5,2.09,3.65,3.73,2.1,3.4,3.1,2.1,3.6,3.5,60,40
10202,2015/2016,8262,9788,0,2,3.5,3.75,2,3.7,3.5,1.95,3.8,3.45,1.9,3.5,3.8,1.95,3.81,3.8,2.02,3.5,3.6,1.91,3.6,3.8,2,60,40
10203,2015/2016,9823,8406,2,1,1.13,9.5,19,1.13,9.25,18,1.12,8,16,1.13,8.5,23,1.14,9.75,23.5,1.14,7.5,19,1.13,9.5,26,33,67
10204,2015/2016,10189,9905,2,1,1.85,3.75,4.2,1.87,3.5,4.33,1.8,3.5,4.2,1.8,3.5,4.2,1.88,3.82,4.38,1.85,3.5,4.33,1.9,3.8,4.3,38,62
10205,2015/2016,8178,8262,0,1,1.25,6,13,1.26,6,11,1.3,5,9,1.25,5.5,12,1.28,6.13,13.15,1.29,5,12,1.29,6,13,26,74
10206,2015/2016,9788,9790,0,3,1.67,4,5,1.67,3.75,5,1.65,3.7,4.9,1.67,4,5.25,1.68,4.08,5.56,1.7,3.8,4.8,1.67,4.1,5.25,49,51
10207,2015/2016,9810,8722,6,2,2.3,3.3,3.2,2.3,3.3,3,2.3,3.3,2.9,2.3,3.25,3.1,2.34,3.52,3.24,2.3,3.2,3.2,2.38,3.6,3.1,37,63
10208,2015/2016,9904,9789,2,4,7.5,4.5,1.44,7.25,4.5,1.45,7,4,1.45,6.5,4.5,1.44,7.68,4.76,1.47,7,4.5,1.44,6.5,5,1.5,71,29
10209,2015/2016,8177,10269,2,1,2.5,3.4,2.8,2.5,3.3,2.7,2.4,3.3,2.75,2.4,3.3,2.8,2.54,3.52,2.92,2.5,3.25,2.88,2.5,3.5,2.9,37,63
10210,2015/2016,8226,8697,1,3,1.95,3.75,3.75,1.95,3.4,3.8,1.9,3.45,3.8,1.91,3.6,3.75,1.97,3.88,3.92,1.95,3.6,3.75,1.95,3.9,3.75,43,57
10211,2015/2016,8234,8721,0,0,4,3.6,1.91,4.1,3.6,1.9,4,3.45,1.85,4,3.5,1.85,4.29,3.73,1.93,4.2,3.4,1.91,4,3.75,1.95,47,53
10212,2015/2016,9789,8178,3,0,1.73,4,4.5,1.75,3.6,5,1.65,3.7,4.9,1.75,3.75,4.33,1.77,4.1,4.74,1.75,3.5,5,1.8,4.2,4.4,41,59
10213,2015/2016,8721,8177,2,0,1.5,4.33,6.5,1.5,4.2,6.75,1.5,4,6.1,1.5,4.33,7,1.51,4.54,7.32,1.5,4.2,6.5,1.53,4.5,6.5,46,54
10214,2015/2016,9790,9810,0,0,2.5,3.5,2.75,2.55,3.3,2.65,2.5,3.3,2.65,2.5,3.5,2.75,2.58,3.63,2.8,2.5,3.3,2.8,2.5,3.75,2.8,45,55
10215,2015/2016,10269,10189,0,1,2.63,3.5,2.6,2.65,3.4,2.65,2.65,3.3,2.5,2.6,3.5,2.5,2.67,3.68,2.67,2.7,3.25,2.62,2.63,3.6,2.63,51,49
10216,2015/2016,8406,9904,2,0,2,3.5,3.75,2,3.3,3.7,1.9,3.45,3.8,2.05,3.4,3.8,2.02,3.59,4.05,2,3.3,3.8,2.05,3.5,3.9,36,64
10217,2015/2016,8697,8234,0,1,2.05,3.5,3.6,2.05,3.4,3.5,2.1,3.3,3.3,2,3.5,3.8,2.06,3.61,3.88,2.1,3.3,3.6,2.1,3.6,3.6,48,52
10218,2015/2016,8722,9788,1,0,2.4,3.3,3,2.4,3.25,2.9,2.55,3.4,2.55,2.4,3.4,3,2.45,3.47,3.09,2.4,3.1,3.1,2.45,3.5,3,66,34
10219,2015/2016,9905,8226,3,1,2.15,3.5,3.3,2.2,3.3,3.2,2.2,3.3,3.1,2.15,3.5,3.4,2.22,3.68,3.36,2.2,3.5,3.1,2.2,3.6,3.25,30,70
10220,2015/2016,8262,9823,0,3,19,7,1.17,16,7.5,1.17,12.5,6,1.2,17,6.5,1.18,18.7,7.5,1.2,17,6,1.2,20,7.5,1.18,73,27
10221,2015/2016,9823,8721,5,1,1.25,6,12,1.3,5.25,11.5,1.35,4.8,7.6,1.25,6,12,1.3,6,12.12,1.29,5.5,10,1.25,6.5,13,40,60
10222,2015/2016,10189,9810,2,0,1.83,3.8,4.2,1.8,3.9,4.25,1.75,3.5,4.5,1.8,3.8,4,1.85,4.03,4.31,1.75,4,4.2,1.83,4.2,4.1,48,52
10223,2015/2016,8178,9905,1,0,1.53,4.33,6,1.57,4,6,1.6,3.9,5,1.55,4,5.75,1.56,4.47,6.36,1.6,4.2,5,1.57,4.4,6,26,74
10224,2015/2016,9788,8406,4,2,2.15,3.4,3.4,2.2,3.3,3.2,2.2,3.3,3.1,2.1,3.3,3.4,2.18,3.5,3.62,2.2,3.3,3.3,2.1,3.5,3.5,40,60
10225,2015/2016,9904,10269,1,3,2.88,3.5,2.4,2.85,3.3,2.4,2.65,3.3,2.5,2.9,3.4,2.3,2.97,3.59,2.47,3.1,3.1,2.4,2.88,3.6,2.45,48,52
10226,2015/2016,8177,8722,2,0,2.38,3.25,3.1,2.4,3.3,2.85,2.4,3.3,2.75,2.3,3.1,3.1,2.4,3.31,3.31,2.38,3.25,3,2.38,3.4,3.25,40,60
10227,2015/2016,8226,9789,1,1,7,4.75,1.44,6.75,4.5,1.48,6.1,4,1.5,6,4.5,1.44,7.69,5.02,1.45,6.5,4.75,1.44,6.5,5,1.5,70,30
10228,2015/2016,8234,9790,0,1,2.3,3.3,3.25,2.3,3.2,3.1,2.3,3.3,2.9,2.2,3.1,3.3,2.31,3.34,3.45,2.3,3.2,3.2,2.25,3.4,3.4,52,48
10229,2015/2016,8262,8697,2,1,2.63,3.25,2.8,2.65,3.2,2.65,2.6,3.2,2.6,2.5,3.2,2.75,2.64,3.44,2.85,2.7,3.1,2.7,2.63,3.5,2.8,47,53
10230,2015/2016,9789,8262,2,2,1.14,8.5,17,1.16,8,16.5,1.15,7,15,1.13,8.5,21,1.15,9.5,22.4,1.14,7,21,1.13,9.5,26,29,71
10231,2015/2016,8721,9904,1,1,1.4,4.75,8,1.42,4.75,7.5,1.45,4,7,1.4,4.5,7.5,1.44,4.95,8.02,1.4,4.5,8,1.44,5,7.5,26,74
10232,2015/2016,9790,10189,0,1,2.88,3.5,2.4,2.85,3.3,2.5,2.75,3.3,2.4,2.75,3.4,2.4,2.88,3.56,2.55,2.9,3.2,2.5,2.8,3.6,2.5,54,46
10233,2015/2016,10269,9788,1,3,2.1,3.5,3.4,2.1,3.5,3.2,2.2,3.3,3.1,2,3.6,3.4,2.08,3.8,3.62,2.1,3.4,3.4,2.1,3.8,3.4,54,46
10234,2015/2016,8406,8226,1,3,2.25,3.5,3.1,2.25,3.4,3,2.2,3.3,3.1,2.2,3.4,3.1,2.26,3.6,3.33,2.3,3.2,3.2,2.25,3.6,3.25,45,55
10235,2015/2016,8697,8178,0,3,3.8,3.6,1.95,3.75,3.5,2,3.3,3.3,2.1,3.8,3.6,1.85,4.21,3.8,1.93,4,3.4,1.95,4,3.8,1.95,60,40
10236,2015/2016,9810,8177,1,1,1.95,3.5,4,1.95,3.4,3.75,2,3.3,3.6,1.91,3.6,3.8,2.01,3.75,3.91,1.95,3.5,3.8,2,3.8,3.9,47,53
10237,2015/2016,8722,8234,1,1,2.05,3.3,3.8,2.05,3.25,3.6,2.1,3.3,3.3,2.05,3.3,4,2.07,3.37,4.16,2.05,3.25,3.8,2.05,3.4,4,49,51
10238,2015/2016,9905,9823,0,3,12,6,1.25,10.5,5.75,1.28,10,5.2,1.27,12,5.75,1.25,13.31,6.32,1.27,12,5,1.29,13,6.25,1.29,70,30
10239,2015/2016,9823,9789,5,1,1.5,4.33,6.5,1.53,4.4,6.5,1.6,4,5.5,1.5,4.2,6,1.54,4.56,6.6,1.5,4.4,6,1.53,4.5,6,47,53
10240,2015/2016,10189,8722,0,3,1.73,3.8,4.8,1.75,3.7,4.75,1.8,3.5,4.2,1.73,3.8,4.5,1.75,4.02,4.99,1.8,3.2,5,1.73,4,4.75,40,60
10241,2015/2016,8178,8406,1,1,1.4,4.75,8,1.4,4.75,8,1.4,4.4,7.3,1.36,4.5,8.5,1.4,5.05,9.21,1.4,4.2,9,1.4,5,8,45,55
10242,2015/2016,9788,8721,2,0,2.6,3.4,2.7,2.7,3.25,2.7,2.6,3.2,2.6,2.62,3.3,2.5,2.77,3.55,2.65,2.7,3.1,2.7,2.7,3.5,2.6,53,47
10243,2015/2016,9904,8697,1,0,2.6,3.4,2.7,2.65,3.2,2.65,2.5,3.3,2.65,2.5,3.3,2.62,2.66,3.55,2.76,2.62,3.1,2.8,2.55,3.6,2.7,48,52
10244,2015/2016,8177,9790,3,0,2.2,3.2,3.5,2.15,3.3,3.3,2.2,3.2,3.2,2.1,3.25,3.5,2.17,3.38,3.8,2.15,3.25,3.5,2.15,3.4,3.6,48,52
10245,2015/2016,8226,10269,2,2,2.45,3.75,2.65,2.5,3.3,2.7,2.4,3.3,2.75,2.38,3.6,2.7,2.5,3.8,2.8,2.5,3.2,2.8,2.5,3.8,2.63,43,57
10246,2015/2016,8234,9810,2,0,2.5,3.25,2.9,2.6,3.25,2.65,2.5,3.3,2.65,2.5,3.25,2.75,2.59,3.39,2.95,2.62,3.1,2.8,2.55,3.4,2.8,56,44
10247,2015/2016,8262,9905,2,3,3.1,3.25,2.4,3,3.1,2.45,2.6,3.2,2.6,3,3.25,2.3,3.21,3.39,2.42,2.9,3.25,2.45,3.1,3.4,2.38,58,42
10248,2015/2016,10189,8177,2,1,1.75,3.75,4.75,1.8,3.75,4.4,1.75,3.5,4.5,1.75,3.6,4.5,1.84,3.87,4.58,1.83,3.4,4.5,1.8,3.9,4.4,42,58
10249,2015/2016,8721,8226,4,2,1.62,4.33,5,1.65,4,5.25,1.65,3.6,5.1,1.62,4,5,1.65,4.38,5.45,1.67,3.6,5.5,1.65,4.4,5,44,56
10250,2015/2016,9790,8178,0,0,4.75,3.5,1.8,4.6,3.6,1.8,4.2,3.5,1.8,4.5,3.6,1.75,4.49,3.84,1.86,4.5,3.4,1.85,4.6,3.5,1.85,58,42
10251,2015/2016,10269,8234,1,0,1.8,3.75,4.33,1.83,3.6,4.1,1.8,3.5,4.2,1.75,3.75,4.5,1.79,3.96,4.76,1.83,3.4,4.5,1.75,3.9,4.6,50,50
10252,2015/2016,8406,8262,0,2,1.8,3.5,4.75,1.85,3.5,4.1,1.85,3.45,4,1.8,3.4,4.5,1.83,3.69,4.91,1.85,3.4,4.5,1.8,3.75,4.6,32,68
10253,2015/2016,8697,9823,0,1,17,7,1.18,12,7,1.22,13,5.8,1.2,12,6.5,1.22,15,7.38,1.22,13,6,1.22,13,7.5,1.2,76,24
10254,2015/2016,9810,9788,1,5,2.45,3.4,2.88,2.5,3.3,2.7,2.55,3.4,2.55,2.3,3.4,2.9,2.4,3.58,3.08,2.5,3.2,2.9,2.3,3.6,3.1,54,46
10255,2015/2016,8722,9904,0,1,1.95,3.5,4,1.95,3.4,3.8,1.8,3.5,4.2,1.85,3.4,4,1.96,3.58,4.34,2,3.2,4,1.93,3.6,4.1,39,61
10256,2015/2016,9905,9789,0,2,5.75,4.75,1.5,5.5,4.6,1.53,5.5,4,1.55,6,4.5,1.48,6.74,4.85,1.5,6,4.4,1.5,5.75,4.75,1.53,54,46
